Kind,Identifier,Term
1,8491,"Object, Chemical, Atmolyser"
2,8491,"Object, Chemical, Atmolyser"
1,8577,"Object, Chemical, Beaker"
2,8577,"Object, Chemical, Beaker"
1,8578,"Object, Chemical, Beaker, Berzelius Beaker"
2,8578,"Object, Chemical, Beaker, Berzelius Beaker"
1,8579,"Object, Chemical, Beaker, Griffen Beaker"
2,8579,"Object, Chemical, Beaker, Griffen Beaker"
1,8580,"Object, Chemical, Beaker, Phillips Beaker"
2,8580,"Object, Chemical, Beaker, Phillips Beaker"
1,8492,"Object, Chemical, Blanchimeter"
2,8492,"Object, Chemical, Blanchimeter"
1,8590,"Object, Chemical, Burette"
2,8590,"Object, Chemical, Burette"
1,8591,"Object, Chemical, Burette, Geissler Burette"
2,8591,"Object, Chemical, Burette, Geissler Burette"
1,8592,"Object, Chemical, Burette, Mohr Burette"
2,8592,"Object, Chemical, Burette, Mohr Burette"
1,8593,"Object, Chemical, Burette, Stopcock Burette"
2,8593,"Object, Chemical, Burette, Stopcock Burette"
1,8594,"Object, Chemical, Burette, Titration Burette"
2,8594,"Object, Chemical, Burette, Titration Burette"
1,8636,"Object, Chemical, Burner Ring"
2,8636,"Object, Chemical, Burner Ring"
1,8642,"Object, Chemical, Burner Spider"
2,8642,"Object, Chemical, Burner Spider"
1,8493,"Object, Chemical, Calcimeter"
2,8493,"Object, Chemical, Calcimeter"
1,8494,"Object, Chemical, Carbolimeter"
2,8494,"Object, Chemical, Carbolimeter"
1,8495,"Object, Chemical, Carbonometer"
2,8495,"Object, Chemical, Carbonometer"
1,8496,"Object, Chemical, Carburometer"
2,8496,"Object, Chemical, Carburometer"
1,8482,"Object, Chemical, Catalytic Apparatus"
2,8482,"Object, Chemical, Catalytic Apparatus"
1,8481,"Object, Chemical, Chemical Apophorometer"
2,8481,"Object, Chemical, Chemical Apophorometer"
1,8531,"Object, Chemical, Chemical Instrument"
2,8531,"Object, Chemical, Chemical Instrument"
1,8497,"Object, Chemical, Chemical Instrument Case"
2,8497,"Object, Chemical, Chemical Instrument Case"
1,8532,"Object, Chemical, Chemical Test Kit"
2,8532,"Object, Chemical, Chemical Test Kit"
1,8533,"Object, Chemical, Chemical Test Kit, Water Analysis Kit"
2,8533,"Object, Chemical, Chemical Test Kit, Water Analysis Kit"
1,8475,"Object, Chemical, Chemical Testing Devices"
2,8475,"Object, Chemical, Chemical Testing Devices"
1,8499,"Object, Chemical, Chyometer"
2,8499,"Object, Chemical, Chyometer"
1,8500,"Object, Chemical, Colorimeter"
2,8500,"Object, Chemical, Colorimeter"
1,8507,"Object, Chemical, Densimeter"
2,8507,"Object, Chemical, Densimeter"
1,8508,"Object, Chemical, Densimeter, Dasymeter"
2,8508,"Object, Chemical, Densimeter, Dasymeter"
1,8509,"Object, Chemical, Densimeter, Hydrometer"
2,8509,"Object, Chemical, Densimeter, Hydrometer"
1,8510,"Object, Chemical, Densimeter, Hydrometer, Acidimeter"
2,8510,"Object, Chemical, Densimeter, Hydrometer, Acidimeter"
1,8511,"Object, Chemical, Densimeter, Hydrometer, Alcoholometer"
2,8511,"Object, Chemical, Densimeter, Hydrometer, Alcoholometer"
1,8512,"Object, Chemical, Densimeter, Hydrometer, Ammoniameter"
2,8512,"Object, Chemical, Densimeter, Hydrometer, Ammoniameter"
1,8513,"Object, Chemical, Densimeter, Hydrometer, Argentometer"
2,8513,"Object, Chemical, Densimeter, Hydrometer, Argentometer"
1,8514,"Object, Chemical, Densimeter, Hydrometer, Litrameter"
2,8514,"Object, Chemical, Densimeter, Hydrometer, Litrameter"
1,8515,"Object, Chemical, Densimeter, Hydrometer, Oleometer"
2,8515,"Object, Chemical, Densimeter, Hydrometer, Oleometer"
1,8516,"Object, Chemical, Densimeter, Hydrometer, Salimeter"
2,8516,"Object, Chemical, Densimeter, Hydrometer, Salimeter"
1,8517,"Object, Chemical, Densimeter, Pycnometer"
2,8517,"Object, Chemical, Densimeter, Pycnometer"
1,8518,"Object, Chemical, Densimeter, Sclerometer"
2,8518,"Object, Chemical, Densimeter, Sclerometer"
1,8519,"Object, Chemical, Densitometer"
2,8519,"Object, Chemical, Densitometer"
1,8616,"Object, Chemical, Desiccator"
2,8616,"Object, Chemical, Desiccator"
1,8520,"Object, Chemical, Diffusiometer"
2,8520,"Object, Chemical, Diffusiometer"
1,8521,"Object, Chemical, Dilatometer"
2,8521,"Object, Chemical, Dilatometer"
1,8483,"Object, Chemical, Distilling Apparatus"
2,8483,"Object, Chemical, Distilling Apparatus"
1,8484,"Object, Chemical, Distilling Apparatus, Alembic"
2,8484,"Object, Chemical, Distilling Apparatus, Alembic"
1,8485,"Object, Chemical, Distilling Apparatus, Distilling Receiver"
2,8485,"Object, Chemical, Distilling Apparatus, Distilling Receiver"
1,8486,"Object, Chemical, Distilling Apparatus, Retort"
2,8486,"Object, Chemical, Distilling Apparatus, Retort"
1,8522,"Object, Chemical, Durometer"
2,8522,"Object, Chemical, Durometer"
1,8545,"Object, Chemical, Effluent Sampler"
2,8545,"Object, Chemical, Effluent Sampler"
1,8523,"Object, Chemical, Elacometer"
2,8523,"Object, Chemical, Elacometer"
1,8549,"Object, Chemical, Fineness Tester"
2,8549,"Object, Chemical, Fineness Tester"
1,8487,"Object, Chemical, Float Test Apparatus"
2,8487,"Object, Chemical, Float Test Apparatus"
1,8548,"Object, Chemical, Flow Table"
2,8548,"Object, Chemical, Flow Table"
1,8479,"Object, Chemical, Gas Analyzer"
2,8479,"Object, Chemical, Gas Analyzer"
1,8538,"Object, Chemical, Gillmore Needle"
2,8538,"Object, Chemical, Gillmore Needle"
1,8654,"Object, Chemical, Glassware Washer"
2,8654,"Object, Chemical, Glassware Washer"
1,8525,"Object, Chemical, Goniometer"
2,8525,"Object, Chemical, Goniometer"
1,8608,"Object, Chemical, Graduate"
2,8608,"Object, Chemical, Graduate"
1,8526,"Object, Chemical, Halometer"
2,8526,"Object, Chemical, Halometer"
1,8621,"Object, Chemical, Heating Frame"
2,8621,"Object, Chemical, Heating Frame"
1,8488,"Object, Chemical, Hot Extraction Apparatus"
2,8488,"Object, Chemical, Hot Extraction Apparatus"
1,8527,"Object, Chemical, Hydrophore"
2,8527,"Object, Chemical, Hydrophore"
1,8506,"Object, Chemical, Imhoff Cone"
2,8506,"Object, Chemical, Imhoff Cone"
1,8547,"Object, Chemical, Imhoff Cone Support"
2,8547,"Object, Chemical, Imhoff Cone Support"
1,8530,"Object, Chemical, Indigometer"
2,8530,"Object, Chemical, Indigometer"
1,8574,"Object, Chemical, Laboratory Basin"
2,8574,"Object, Chemical, Laboratory Basin"
1,8575,"Object, Chemical, Laboratory Basin, Flushing Basin"
2,8575,"Object, Chemical, Laboratory Basin, Flushing Basin"
1,8576,"Object, Chemical, Laboratory Basin, Rinsing Basin"
2,8576,"Object, Chemical, Laboratory Basin, Rinsing Basin"
1,8581,"Object, Chemical, Laboratory Bottle"
2,8581,"Object, Chemical, Laboratory Bottle"
1,8582,"Object, Chemical, Laboratory Bottle, Aspirator Bottle"
2,8582,"Object, Chemical, Laboratory Bottle, Aspirator Bottle"
1,8583,"Object, Chemical, Laboratory Bottle, Centrifuge Bottle"
2,8583,"Object, Chemical, Laboratory Bottle, Centrifuge Bottle"
1,8584,"Object, Chemical, Laboratory Bottle, Gas Washing Bottle"
2,8584,"Object, Chemical, Laboratory Bottle, Gas Washing Bottle"
1,8585,"Object, Chemical, Laboratory Bottle, Reagent Bottle"
2,8585,"Object, Chemical, Laboratory Bottle, Reagent Bottle"
1,8586,"Object, Chemical, Laboratory Bottle, Wash Bottle"
2,8586,"Object, Chemical, Laboratory Bottle, Wash Bottle"
1,8559,"Object, Chemical, Laboratory Brush"
2,8559,"Object, Chemical, Laboratory Brush"
1,8560,"Object, Chemical, Laboratory Brush, Burette Brush"
2,8560,"Object, Chemical, Laboratory Brush, Burette Brush"
1,8561,"Object, Chemical, Laboratory Brush, Pipette Brush"
2,8561,"Object, Chemical, Laboratory Brush, Pipette Brush"
1,8587,"Object, Chemical, Laboratory Bulb"
2,8587,"Object, Chemical, Laboratory Bulb"
1,8588,"Object, Chemical, Laboratory Bulb, Absorption Bulb"
2,8588,"Object, Chemical, Laboratory Bulb, Absorption Bulb"
1,8589,"Object, Chemical, Laboratory Bulb, Connecting Bulb"
2,8589,"Object, Chemical, Laboratory Bulb, Connecting Bulb"
1,8562,"Object, Chemical, Laboratory Burner"
2,8562,"Object, Chemical, Laboratory Burner"
1,8563,"Object, Chemical, Laboratory Burner, Alcohol Burner"
2,8563,"Object, Chemical, Laboratory Burner, Alcohol Burner"
1,8564,"Object, Chemical, Laboratory Burner, Argand Burner"
2,8564,"Object, Chemical, Laboratory Burner, Argand Burner"
1,8565,"Object, Chemical, Laboratory Burner, Bunsen Burner"
2,8565,"Object, Chemical, Laboratory Burner, Bunsen Burner"
1,8498,"Object, Chemical, Laboratory Cathetometer"
2,8498,"Object, Chemical, Laboratory Cathetometer"
1,8566,"Object, Chemical, Laboratory Centrifuge"
2,8566,"Object, Chemical, Laboratory Centrifuge"
1,8567,"Object, Chemical, Laboratory Centrifuge, Chemical Centrifuge"
2,8567,"Object, Chemical, Laboratory Centrifuge, Chemical Centrifuge"
1,8568,"Object, Chemical, Laboratory Centrifuge, Clinical Centrifuge"
2,8568,"Object, Chemical, Laboratory Centrifuge, Clinical Centrifuge"
1,8569,"Object, Chemical, Laboratory Clamp"
2,8569,"Object, Chemical, Laboratory Clamp"
1,8570,"Object, Chemical, Laboratory Clamp, Hosecock Clamp"
2,8570,"Object, Chemical, Laboratory Clamp, Hosecock Clamp"
1,8571,"Object, Chemical, Laboratory Clamp, Stopcock Clamp"
2,8571,"Object, Chemical, Laboratory Clamp, Stopcock Clamp"
1,8572,"Object, Chemical, Laboratory Clamp, Suspension Clamp"
2,8572,"Object, Chemical, Laboratory Clamp, Suspension Clamp"
1,8501,"Object, Chemical, Laboratory Comparator"
2,8501,"Object, Chemical, Laboratory Comparator"
1,8502,"Object, Chemical, Laboratory Comparator, High Phosphate Slide Comparator"
2,8502,"Object, Chemical, Laboratory Comparator, High Phosphate Slide Comparator"
1,8503,"Object, Chemical, Laboratory Comparator, Hydrogenation Comparator"
2,8503,"Object, Chemical, Laboratory Comparator, Hydrogenation Comparator"
1,8504,"Object, Chemical, Laboratory Comparator, Nessler Tube Comparator"
2,8504,"Object, Chemical, Laboratory Comparator, Nessler Tube Comparator"
1,8505,"Object, Chemical, Laboratory Condenser"
2,8505,"Object, Chemical, Laboratory Condenser"
1,8573,"Object, Chemical, Laboratory Container"
2,8573,"Object, Chemical, Laboratory Container"
1,8595,"Object, Chemical, Laboratory Crucible"
2,8595,"Object, Chemical, Laboratory Crucible"
1,8596,"Object, Chemical, Laboratory Dish"
2,8596,"Object, Chemical, Laboratory Dish"
1,8597,"Object, Chemical, Laboratory Dish, Culture Dish"
2,8597,"Object, Chemical, Laboratory Dish, Culture Dish"
1,8598,"Object, Chemical, Laboratory Dish, Dissolving Dish"
2,8598,"Object, Chemical, Laboratory Dish, Dissolving Dish"
1,8599,"Object, Chemical, Laboratory Dish, Evaporating Dish"
2,8599,"Object, Chemical, Laboratory Dish, Evaporating Dish"
1,8600,"Object, Chemical, Laboratory Dish, Petri Dish"
2,8600,"Object, Chemical, Laboratory Dish, Petri Dish"
1,8601,"Object, Chemical, Laboratory Dispenser"
2,8601,"Object, Chemical, Laboratory Dispenser"
1,8617,"Object, Chemical, Laboratory Dye"
2,8617,"Object, Chemical, Laboratory Dye"
1,8618,"Object, Chemical, Laboratory Extractor"
2,8618,"Object, Chemical, Laboratory Extractor"
1,8619,"Object, Chemical, Laboratory Filter"
2,8619,"Object, Chemical, Laboratory Filter"
1,8602,"Object, Chemical, Laboratory Flask"
2,8602,"Object, Chemical, Laboratory Flask"
1,8603,"Object, Chemical, Laboratory Flask, Boiling Flask"
2,8603,"Object, Chemical, Laboratory Flask, Boiling Flask"
1,8604,"Object, Chemical, Laboratory Flask, Culture Flask"
2,8604,"Object, Chemical, Laboratory Flask, Culture Flask"
1,8605,"Object, Chemical, Laboratory Flask, Distilling Flask"
2,8605,"Object, Chemical, Laboratory Flask, Distilling Flask"
1,8606,"Object, Chemical, Laboratory Flask, Erlenmeyer Flask"
2,8606,"Object, Chemical, Laboratory Flask, Erlenmeyer Flask"
1,8607,"Object, Chemical, Laboratory Flask, Filtering Flask"
2,8607,"Object, Chemical, Laboratory Flask, Filtering Flask"
1,8622,"Object, Chemical, Laboratory Funnel"
2,8622,"Object, Chemical, Laboratory Funnel"
1,8624,"Object, Chemical, Laboratory Funnel, Draught Pipe"
2,8624,"Object, Chemical, Laboratory Funnel, Draught Pipe"
1,8623,"Object, Chemical, Laboratory Funnel, Filter Funnel"
2,8623,"Object, Chemical, Laboratory Funnel, Filter Funnel"
1,8627,"Object, Chemical, Laboratory Mortar"
2,8627,"Object, Chemical, Laboratory Mortar"
1,8629,"Object, Chemical, Laboratory Percolator"
2,8629,"Object, Chemical, Laboratory Percolator"
1,8630,"Object, Chemical, Laboratory Pestle"
2,8630,"Object, Chemical, Laboratory Pestle"
1,8634,"Object, Chemical, Laboratory Rack"
2,8634,"Object, Chemical, Laboratory Rack"
1,8635,"Object, Chemical, Laboratory Rack, Test Tube Rack"
2,8635,"Object, Chemical, Laboratory Rack, Test Tube Rack"
1,8637,"Object, Chemical, Laboratory Separator"
2,8637,"Object, Chemical, Laboratory Separator"
1,8638,"Object, Chemical, Laboratory Shaker"
2,8638,"Object, Chemical, Laboratory Shaker"
1,8639,"Object, Chemical, Laboratory Shaker, Pipette Shaker"
2,8639,"Object, Chemical, Laboratory Shaker, Pipette Shaker"
1,8640,"Object, Chemical, Laboratory Shaker, Water Bath Shaker"
2,8640,"Object, Chemical, Laboratory Shaker, Water Bath Shaker"
1,8643,"Object, Chemical, Laboratory Stand"
2,8643,"Object, Chemical, Laboratory Stand"
1,8644,"Object, Chemical, Laboratory Stand, Laboratory Tripod"
2,8644,"Object, Chemical, Laboratory Stand, Laboratory Tripod"
1,8645,"Object, Chemical, Laboratory Stirrer"
2,8645,"Object, Chemical, Laboratory Stirrer"
1,8647,"Object, Chemical, Laboratory Stopper"
2,8647,"Object, Chemical, Laboratory Stopper"
1,8649,"Object, Chemical, Laboratory Tongs"
2,8649,"Object, Chemical, Laboratory Tongs"
1,8650,"Object, Chemical, Laboratory Tongs, Beaker Tongs"
2,8650,"Object, Chemical, Laboratory Tongs, Beaker Tongs"
1,8651,"Object, Chemical, Laboratory Tongs, Flask Tongs"
2,8651,"Object, Chemical, Laboratory Tongs, Flask Tongs"
1,8652,"Object, Chemical, Laboratory Tongs, Mercury Tongs"
2,8652,"Object, Chemical, Laboratory Tongs, Mercury Tongs"
1,8609,"Object, Chemical, Laboratory Tube"
2,8609,"Object, Chemical, Laboratory Tube"
1,8610,"Object, Chemical, Laboratory Tube, Barometer Tube"
2,8610,"Object, Chemical, Laboratory Tube, Barometer Tube"
1,8611,"Object, Chemical, Laboratory Tube, Boiling Tube"
2,8611,"Object, Chemical, Laboratory Tube, Boiling Tube"
1,8612,"Object, Chemical, Laboratory Tube, Capillary Tube"
2,8612,"Object, Chemical, Laboratory Tube, Capillary Tube"
1,8613,"Object, Chemical, Laboratory Tube, Centrifuge Tube"
2,8613,"Object, Chemical, Laboratory Tube, Centrifuge Tube"
1,8614,"Object, Chemical, Laboratory Tube, Combustion Tube"
2,8614,"Object, Chemical, Laboratory Tube, Combustion Tube"
1,8615,"Object, Chemical, Laboratory Tube, Test Tube"
2,8615,"Object, Chemical, Laboratory Tube, Test Tube"
1,8653,"Object, Chemical, Laboratory Tubing"
2,8653,"Object, Chemical, Laboratory Tubing"
1,8556,"Object, Chemical, Labware"
2,8556,"Object, Chemical, Labware"
1,8628,"Object, Chemical, Litmus Paper"
2,8628,"Object, Chemical, Litmus Paper"
1,8534,"Object, Chemical, Logometer"
2,8534,"Object, Chemical, Logometer"
1,8535,"Object, Chemical, Manometer"
2,8535,"Object, Chemical, Manometer"
1,8536,"Object, Chemical, Manometer, Micromanometer"
2,8536,"Object, Chemical, Manometer, Micromanometer"
1,8537,"Object, Chemical, Melanoscope"
2,8537,"Object, Chemical, Melanoscope"
1,8489,"Object, Chemical, Micro Combustion Apparatus"
2,8489,"Object, Chemical, Micro Combustion Apparatus"
1,8539,"Object, Chemical, Nitrometer"
2,8539,"Object, Chemical, Nitrometer"
1,8540,"Object, Chemical, Osmometer"
2,8540,"Object, Chemical, Osmometer"
1,8541,"Object, Chemical, Penetrometer"
2,8541,"Object, Chemical, Penetrometer"
1,8542,"Object, Chemical, Phosphoroscope"
2,8542,"Object, Chemical, Phosphoroscope"
1,8631,"Object, Chemical, Pipette"
2,8631,"Object, Chemical, Pipette"
1,8632,"Object, Chemical, Pipette, Absorption Pipette"
2,8632,"Object, Chemical, Pipette, Absorption Pipette"
1,8633,"Object, Chemical, Pipette, Volumetric Pipette"
2,8633,"Object, Chemical, Pipette, Volumetric Pipette"
1,8554,"Object, Chemical, Pneumatic Trough"
2,8554,"Object, Chemical, Pneumatic Trough"
1,8543,"Object, Chemical, Refractometer"
2,8543,"Object, Chemical, Refractometer"
1,8626,"Object, Chemical, Retort Holder"
2,8626,"Object, Chemical, Retort Holder"
1,8544,"Object, Chemical, Saccharimeter"
2,8544,"Object, Chemical, Saccharimeter"
1,14972,"Object, Chemical, Secchi Disk"
2,14972,"Object, Chemical, Secchi Disk"
1,8550,"Object, Chemical, Sediment Tester"
2,8550,"Object, Chemical, Sediment Tester"
1,8641,"Object, Chemical, Siphon"
2,8641,"Object, Chemical, Siphon"
1,8551,"Object, Chemical, Soundness Tester"
2,8551,"Object, Chemical, Soundness Tester"
1,8546,"Object, Chemical, Spinthariscope"
2,8546,"Object, Chemical, Spinthariscope"
1,8646,"Object, Chemical, Stopcock"
2,8646,"Object, Chemical, Stopcock"
1,8524,"Object, Chemical, Test Furnace"
2,8524,"Object, Chemical, Test Furnace"
1,8552,"Object, Chemical, Tithonometer"
2,8552,"Object, Chemical, Tithonometer"
1,8648,"Object, Chemical, Titrator"
2,8648,"Object, Chemical, Titrator"
1,8553,"Object, Chemical, Titrometer"
2,8553,"Object, Chemical, Titrometer"
1,8557,"Object, Chemical, Tubing Adapter"
2,8557,"Object, Chemical, Tubing Adapter"
1,8620,"Object, Chemical, Vacuum Flask"
2,8620,"Object, Chemical, Vacuum Flask"
1,8555,"Object, Chemical, Vaporimeter"
2,8555,"Object, Chemical, Vaporimeter"
1,8528,"Object, Chemical, Volume Change Indicator"
2,8528,"Object, Chemical, Volume Change Indicator"
1,8625,"Object, Chemical, Watch Glass"
2,8625,"Object, Chemical, Watch Glass"
1,8558,"Object, Chemical, Water Bath"
2,8558,"Object, Chemical, Water Bath"
1,8529,"Object, Chemical, Water Stability Indicator"
2,8529,"Object, Chemical, Water Stability Indicator"
1,5379,"Object, Chest Knife"
2,5379,"Object, Chest Knife"
1,11911,"Object, Child Safety Seat"
2,11911,"Object, Child Safety Seat"
1,172,"Object, Chiller"
2,172,"Object, Chiller"
1,173,"Object, Chimney"
2,173,"Object, Chimney"
1,176,"Object, Chimney Component"
2,176,"Object, Chimney Component"
1,177,"Object, Chimney Component, Chimney Cap"
2,177,"Object, Chimney Component, Chimney Cap"
1,180,"Object, Chimney Component, Chimney Hood"
2,180,"Object, Chimney Component, Chimney Hood"
1,182,"Object, Chimney Component, Chimney Pot"
2,182,"Object, Chimney Component, Chimney Pot"
1,179,"Object, Chimney Component, Flue"
2,179,"Object, Chimney Component, Flue"
1,181,"Object, Chimney Component, Flue Lining"
2,181,"Object, Chimney Component, Flue Lining"
1,178,"Object, Chimney Component, Soot Door"
2,178,"Object, Chimney Component, Soot Door"
1,174,"Object, Chimney, Smokestack"
2,174,"Object, Chimney, Smokestack"
1,6533,"Object, Chisel"
2,6533,"Object, Chisel"
1,6534,"Object, Chopper"
2,6534,"Object, Chopper"
1,4047,"Object, Chopping Block"
2,4047,"Object, Chopping Block"
1,4888,"Object, Chopstick"
2,4888,"Object, Chopstick"
1,10177,"Object, Chorograph"
2,10177,"Object, Chorograph"
1,13054,"Object, Christening Bottle"
2,13054,"Object, Christening Bottle"
1,10263,"Object, Chronograph"
2,10263,"Object, Chronograph"
1,10111,"Object, Chronometer"
2,10111,"Object, Chronometer"
1,10264,"Object, Chronoscope"
2,10264,"Object, Chronoscope"
1,6535,"Object, Chuck"
2,6535,"Object, Chuck"
1,6536,"Object, Chuck, Drill Chuck"
2,6536,"Object, Chuck, Drill Chuck"
1,6537,"Object, Chuck, Lathe Chuck"
2,6537,"Object, Chuck, Lathe Chuck"
1,24,"Object, Church Tower"
2,24,"Object, Church Tower"
1,91,"Object, Chute"
2,91,"Object, Chute"
1,92,"Object, Chute, Coal Chute"
2,92,"Object, Chute, Coal Chute"
1,93,"Object, Chute, Deposit Chute"
2,93,"Object, Chute, Deposit Chute"
1,94,"Object, Chute, Laundry Chute"
2,94,"Object, Chute, Laundry Chute"
1,95,"Object, Chute, Mail Chute"
2,95,"Object, Chute, Mail Chute"
1,96,"Object, Chute, Refuse Chute"
2,96,"Object, Chute, Refuse Chute"
1,4510,"Object, Cider Making Tool"
2,4510,"Object, Cider Making Tool"
1,4512,"Object, Cider Making Tool, Apple Mill"
2,4512,"Object, Cider Making Tool, Apple Mill"
1,4511,"Object, Cider Making Tool, Cider Cheese Cutter"
2,4511,"Object, Cider Making Tool, Cider Cheese Cutter"
1,4513,"Object, Cider Making Tool, Cider Press"
2,4513,"Object, Cider Making Tool, Cider Press"
1,4514,"Object, Cider Making Tool, Pomace Rake"
2,4514,"Object, Cider Making Tool, Pomace Rake"
1,2956,"Object, Cigar"
2,2956,"Object, Cigar"
1,2953,"Object, Cigar Case"
2,2953,"Object, Cigar Case"
1,2963,"Object, Cigar Cutter"
2,2963,"Object, Cigar Cutter"
1,2966,"Object, Cigar Holder"
2,2966,"Object, Cigar Holder"
1,7652,"Object, Cigar Making Tool"
2,7652,"Object, Cigar Making Tool"
1,7653,"Object, Cigar Making Tool, Booking Block"
2,7653,"Object, Cigar Making Tool, Booking Block"
1,7654,"Object, Cigar Making Tool, Cigar Board"
2,7654,"Object, Cigar Making Tool, Cigar Board"
1,7668,"Object, Cigar Making Tool, Cigar Bundling Rack"
